Rep_ID,Rep_Name,Territory_ID,Manager_ID,Region,Email,Phone,Target,Achieved,Joining_Date,Status
REP0072,SalesRep_72,T178,M030,North,rep71@novacure.com,9421248234,2101629,1980002,2023-01-01,Inactive
REP0073,SalesRep_73,T120,M042,South,rep72@novacure.com,9403889563,993078,4323040,2023-01-01,Active
REP0074,SalesRep_74,T030,M029,South,rep73@novacure.com,9573763140,1392645,3798341,2023-01-01,Active
REP0075,SalesRep_75,T123,M011,North,rep74@novacure.com,9278176446,1844987,3844256,2023-01-01,Inactive
REP0076,SalesRep_76,T158,M048,East,rep75@novacure.com,9297481124,2623079,2976477,2023-01-01,Active
REP0077,SalesRep_77,T110,M043,East,rep76@novacure.com,9662775755,2872043,4638020,2023-01-01,Active
REP0078,SalesRep_78,T164,M037,East,rep77@novacure.com,9317215637,632501,4409407,2023-01-01,Active
REP0079,SalesRep_79,T102,M041,East,rep78@novacure.com,9510446523,2120169,3925133,2023-01-01,Inactive
REP0080,SalesRep_80,T183,M047,West,rep79@novacure.com,9350940112,1915686,2471071,2023-01-01,Inactive
REP0081,SalesRep_81,T110,M027,South,rep80@novacure.com,9869923576,3959782,2554686,2023-01-01,Inactive
REP0082,SalesRep_82,T022,M037,West,rep81@novacure.com,9296541201,4887351,4708638,2023-01-01,Inactive
REP0083,SalesRep_83,T085,M024,North,rep82@novacure.com,9292466088,2757728,4812407,2023-01-01,Inactive
REP0084,SalesRep_84,T182,M048,North,rep83@novacure.com,9979105488,4957082,2993168,2023-01-01,Active
REP0085,SalesRep_85,T037,M029,South,rep84@novacure.com,9137205110,3170878,1574555,2023-01-01,Active
REP0086,SalesRep_86,T173,M037,East,rep85@novacure.com,9158144180,4375999,3025089,2023-01-01,Inactive
REP0087,SalesRep_87,T106,M006,South,rep86@novacure.com,9538868914,4393782,133839,2023-01-01,Active
REP0088,SalesRep_88,T100,M010,West,rep87@novacure.com,9326486582,2702238,3723699,2023-01-01,Active
REP0089,SalesRep_89,T032,M037,South,rep88@novacure.com,9707441696,3135363,1695011,2023-01-01,Inactive
REP0090,SalesRep_90,T169,M019,South,rep89@novacure.com,9548013697,830845,4956823,2023-01-01,Active
REP0091,SalesRep_91,T159,M015,East,rep90@novacure.com,9828908466,2032856,2874340,2023-01-01,Active
REP0092,SalesRep_92,T146,M034,South,rep91@novacure.com,9360405084,4355320,4898746,2023-01-01,Inactive
REP0093,SalesRep_93,T100,M033,East,rep92@novacure.com,9244805896,715324,3343835,2023-01-01,Inactive
REP0094,SalesRep_94,T118,M050,South,rep93@novacure.com,9659731391,4841415,619433,2023-01-01,Active
REP0095,SalesRep_95,T096,M011,North,rep94@novacure.com,9496857710,1423666,917386,2023-01-01,Active
REP0096,SalesRep_96,T088,M008,South,rep95@novacure.com,9655172353,1159675,1772741,2023-01-01,Active
REP0097,SalesRep_97,T068,M019,North,rep96@novacure.com,9178215610,4128771,2744978,2023-01-01,Active
REP0098,SalesRep_98,T038,M024,North,rep97@novacure.com,9623186675,962135,1917775,2023-01-01,Inactive
REP0099,SalesRep_99,T150,M049,East,rep98@novacure.com,9990096943,896400,3276799,2023-01-01,Active
REP0100,SalesRep_100,T019,M007,East,rep99@novacure.com,9190632115,803424,2185438,2023-01-01,Active
REP0101,SalesRep_101,T170,M039,West,rep100@novacure.com,9674829558,4866879,881967,2023-01-01,Active
REP0102,SalesRep_102,T006,M031,South,rep101@novacure.com,9781182955,4041699,3001102,2023-01-01,Active
REP0103,SalesRep_103,T156,M039,West,rep102@novacure.com,9898333448,683527,3517298,2023-01-01,Active
REP0104,SalesRep_104,T124,M035,North,rep103@novacure.com,9753027020,4542574,3016737,2023-01-01,Inactive
REP0105,SalesRep_105,T071,M011,South,rep104@novacure.com,9525619473,2599621,4912677,2023-01-01,Inactive
REP0106,SalesRep_106,T043,M007,West,rep105@novacure.com,9499168620,2683644,2461178,2023-01-01,Active
REP0107,SalesRep_107,T037,M011,South,rep106@novacure.com,9822043258,842888,3800757,2023-01-01,Active
REP0108,SalesRep_108,T173,M021,West,rep107@novacure.com,9908623723,1615188,4112544,2023-01-01,Active
REP0109,SalesRep_109,T144,M009,East,rep108@novacure.com,9887209425,3869221,1339211,2023-01-01,Inactive
REP0110,SalesRep_110,T158,M007,South,rep109@novacure.com,9861843904,4445016,3298817,2023-01-01,Inactive
REP0111,SalesRep_111,T045,M018,South,rep110@novacure.com,9928309442,2403865,4787909,2023-01-01,Inactive
REP0112,SalesRep_112,T070,M012,East,rep111@novacure.com,9555325482,2687262,3024647,2023-01-01,Inactive
REP0113,SalesRep_113,T025,M007,North,rep112@novacure.com,9913045291,4936746,3126173,2023-01-01,Active
REP0114,SalesRep_114,T031,M049,West,rep113@novacure.com,9591407167,1952803,4886814,2023-01-01,Active
REP0115,SalesRep_115,T103,M011,East,rep114@novacure.com,9348828352,648576,634868,2023-01-01,Active
REP0116,SalesRep_116,T080,M004,South,rep115@novacure.com,9353703475,2019452,3380632,2023-01-01,Active
REP0117,SalesRep_117,T170,M004,South,rep116@novacure.com,9607692584,4795319,1790917,2023-01-01,Active
REP0118,SalesRep_118,T120,M021,North,rep117@novacure.com,9242977534,2303072,2965797,2023-01-01,Inactive
REP0119,SalesRep_119,T131,M009,East,rep118@novacure.com,9374746198,1857959,656796,2023-01-01,Active
REP0120,SalesRep_120,T032,M038,West,rep119@novacure.com,9910152357,4802295,4635830,2023-01-01,Active
REP0121,SalesRep_121,T130,M009,East,rep120@novacure.com,9322493021,1952951,3993819,2023-01-01,Inactive
REP0122,SalesRep_122,T172,M021,West,rep121@novacure.com,9563406331,4176819,1904718,2023-01-01,Inactive
REP0123,SalesRep_123,T072,M028,West,rep122@novacure.com,9824268084,601316,4263979,2023-01-01,Active
REP0124,SalesRep_124,T072,M019,North,rep123@novacure.com,9755163323,3271429,3176128,2023-01-01,Active
REP0125,SalesRep_125,T005,M043,West,rep124@novacure.com,9438068453,4749964,1469846,2023-01-01,Inactive
REP0126,SalesRep_126,T150,M016,North,rep125@novacure.com,9279587038,938056,614126,2023-01-01,Active
REP0127,SalesRep_127,T001,M038,West,rep126@novacure.com,9151133758,1539322,1260886,2023-01-01,Inactive
REP0128,SalesRep_128,T109,M032,North,rep127@novacure.com,9208131627,4521999,3866515,2023-01-01,Inactive
REP0129,SalesRep_129,T103,M011,South,rep128@novacure.com,9142060758,4149514,3592730,2023-01-01,Inactive
REP0130,SalesRep_130,T164,M005,East,rep129@novacure.com,9961895169,1715259,898663,2023-01-01,Inactive
REP0131,SalesRep_131,T004,M007,North,rep130@novacure.com,9355095970,2047851,4915303,2023-01-01,Inactive
REP0132,SalesRep_132,T148,M037,East,rep131@novacure.com,9337079314,4978742,703722,2023-01-01,Active
REP0133,SalesRep_133,T143,M036,West,rep132@novacure.com,9801396700,1202297,1248346,2023-01-01,Active
REP0134,SalesRep_134,T006,M001,West,rep133@novacure.com,9674873875,4663889,1776629,2023-01-01,Active
REP0135,SalesRep_135,T123,M026,North,rep134@novacure.com,9577923722,893166,2605741,2023-01-01,Active
REP0136,SalesRep_136,T018,M044,North,rep135@novacure.com,9404111757,616912,2586769,2023-01-01,Inactive
REP0137,SalesRep_137,T161,M002,South,rep136@novacure.com,9933469237,2989094,175004,2023-01-01,Inactive
REP0138,SalesRep_138,T046,M007,South,rep137@novacure.com,9786861061,1110396,635734,2023-01-01,Inactive
REP0139,SalesRep_139,T159,M008,South,rep138@novacure.com,9868300460,1989029,833411,2023-01-01,Active
REP0140,SalesRep_140,T043,M016,North,rep139@novacure.com,9172242331,2069962,1081416,2023-01-01,Inactive
REP0141,SalesRep_141,T158,M030,South,rep140@novacure.com,9716071175,4254122,4201917,2023-01-01,Active
REP0142,SalesRep_142,T115,M029,East,rep141@novacure.com,9222360972,4215674,2231395,2023-01-01,Active
REP0143,SalesRep_143,T073,M035,North,rep142@novacure.com,9685146818,3816001,2122475,2023-01-01,Active
REP0144,SalesRep_144,T113,M043,North,rep143@novacure.com,9211726234,3371660,629061,2023-01-01,Inactive
REP0145,SalesRep_145,T090,M044,West,rep144@novacure.com,9909731453,3948566,3854382,2023-01-01,Active
REP0146,SalesRep_146,T107,M039,East,rep145@novacure.com,9723266415,4788391,3353292,2023-01-01,Inactive
REP0147,SalesRep_147,T157,M041,South,rep146@novacure.com,9199961749,3411112,514968,2023-01-01,Inactive
REP0148,SalesRep_148,T042,M031,West,rep147@novacure.com,9822572801,4820461,2027358,2023-01-01,Active
REP0149,SalesRep_149,T089,M002,North,rep148@novacure.com,9215528310,4313040,3720618,2023-01-01,Inactive
REP0150,SalesRep_150,T083,M036,North,rep149@novacure.com,9549986092,3599253,2175620,2023-01-01,Inactive
REP0151,SalesRep_151,T175,M004,East,rep150@novacure.com,9893437435,3516461,3782442,2023-01-01,Active
REP0152,SalesRep_152,T016,M030,West,rep151@novacure.com,9215161307,2042149,3382634,2023-01-01,Inactive
REP0153,SalesRep_153,T004,M045,South,rep152@novacure.com,9562813291,3445531,4029364,2023-01-01,Active
REP0154,SalesRep_154,T114,M035,South,rep153@novacure.com,9182859709,1692781,3504825,2023-01-01,Inactive
REP0155,SalesRep_155,T034,M003,West,rep154@novacure.com,9288119545,2467515,1571949,2023-01-01,Active
REP0156,SalesRep_156,T078,M016,South,rep155@novacure.com,9379035987,2652584,3733859,2023-01-01,Inactive
REP0157,SalesRep_157,T058,M020,North,rep156@novacure.com,9611984909,2309461,742960,2023-01-01,Active
REP0158,SalesRep_158,T122,M040,North,rep157@novacure.com,9713175700,2836318,160760,2023-01-01,Inactive
REP0159,SalesRep_159,T001,M037,North,rep158@novacure.com,9775857291,1403725,1908225,2023-01-01,Active
REP0160,SalesRep_160,T066,M013,North,rep159@novacure.com,9580448072,3023735,296022,2023-01-01,Active
REP0161,SalesRep_161,T146,M043,North,rep160@novacure.com,9821979849,4777264,4004838,2023-01-01,Inactive
REP0162,SalesRep_162,T050,M037,West,rep161@novacure.com,9706949910,697883,1179627,2023-01-01,Active
REP0163,SalesRep_163,T001,M025,East,rep162@novacure.com,9624639958,4689584,4316683,2023-01-01,Inactive
REP0164,SalesRep_164,T015,M008,East,rep163@novacure.com,9840879149,1581532,3789753,2023-01-01,Active
REP0165,SalesRep_165,T109,M005,West,rep164@novacure.com,9926280047,1785882,4484469,2023-01-01,Active
REP0166,SalesRep_166,T035,M001,West,rep165@novacure.com,9669426315,4878569,770954,2023-01-01,Inactive
REP0167,SalesRep_167,T111,M029,South,rep166@novacure.com,9158032314,1295624,3587263,2023-01-01,Active
REP0168,SalesRep_168,T078,M023,West,rep167@novacure.com,9303837725,1377236,1719294,2023-01-01,Inactive
REP0169,SalesRep_169,T106,M013,West,rep168@novacure.com,9997232305,3172991,4397259,2023-01-01,Inactive
REP0170,SalesRep_170,T032,M010,South,rep169@novacure.com,9313196033,1152141,4089399,2023-01-01,Active
REP0171,SalesRep_171,T119,M018,South,rep170@novacure.com,9377734886,1473306,1377611,2023-01-01,Inactive
REP0172,SalesRep_172,T077,M004,North,rep171@novacure.com,9524638253,1881710,1791976,2023-01-01,Active
REP0173,SalesRep_173,T116,M022,North,rep172@novacure.com,9211739956,3890407,2003007,2023-01-01,Inactive
REP0174,SalesRep_174,T106,M047,West,rep173@novacure.com,9229861059,4272875,333271,2023-01-01,Inactive
REP0175,SalesRep_175,T194,M043,East,rep174@novacure.com,9222101605,1434393,1115391,2023-01-01,Active
REP0176,SalesRep_176,T076,M048,North,rep175@novacure.com,9639193346,1998390,493574,2023-01-01,Active
REP0177,SalesRep_177,T186,M014,North,rep176@novacure.com,9606293766,2642356,4242535,2023-01-01,Active
REP0178,SalesRep_178,T118,M001,East,rep177@novacure.com,9445050648,2677717,1067821,2023-01-01,Active
REP0179,SalesRep_179,T188,M001,North,rep178@novacure.com,9784925458,4975066,2028222,2023-01-01,Inactive
REP0180,SalesRep_180,T188,M034,South,rep179@novacure.com,9642457107,3361026,2434626,2023-01-01,Inactive
REP0181,SalesRep_181,T043,M035,West,rep180@novacure.com,9153527699,4296816,2344139,2023-01-01,Inactive
REP0182,SalesRep_182,T059,M039,South,rep181@novacure.com,9512882886,526290,3743475,2023-01-01,Inactive
REP0183,SalesRep_183,T187,M034,West,rep182@novacure.com,9609913459,4067941,1030811,2023-01-01,Active
REP0184,SalesRep_184,T106,M034,South,rep183@novacure.com,9503540961,2822473,2806931,2023-01-01,Inactive
REP0185,SalesRep_185,T108,M039,West,rep184@novacure.com,9170405840,1551551,4622848,2023-01-01,Inactive
REP0186,SalesRep_186,T054,M023,West,rep185@novacure.com,9111062295,2869871,2980440,2023-01-01,Inactive
REP0187,SalesRep_187,T048,M029,South,rep186@novacure.com,9653607103,934879,3792301,2023-01-01,Inactive
REP0188,SalesRep_188,T188,M033,West,rep187@novacure.com,9534445360,3575946,1510601,2023-01-01,Inactive
REP0189,SalesRep_189,T009,M027,South,rep188@novacure.com,9799099143,3486532,2106768,2023-01-01,Active
REP0190,SalesRep_190,T172,M027,West,rep189@novacure.com,9410091240,4154757,2299491,2023-01-01,Active
REP0191,SalesRep_191,T010,M021,West,rep190@novacure.com,9840107445,3888120,1764461,2023-01-01,Inactive
REP0192,SalesRep_192,T192,M034,East,rep191@novacure.com,9120230467,4057552,2001348,2023-01-01,Active
REP0193,SalesRep_193,T020,M048,West,rep192@novacure.com,9876008230,3076846,3626857,2023-01-01,Inactive
REP0194,SalesRep_194,T114,M020,North,rep193@novacure.com,9474733236,2633400,2707938,2023-01-01,Inactive
REP0195,SalesRep_195,T087,M038,North,rep194@novacure.com,9627789832,1292028,191895,2023-01-01,Active
REP0196,SalesRep_196,T156,M022,East,rep195@novacure.com,9802599858,1918265,2641602,2023-01-01,Active
REP0197,SalesRep_197,T124,M010,North,rep196@novacure.com,9668276750,1940166,4789868,2023-01-01,Inactive
REP0198,SalesRep_198,T027,M001,South,rep197@novacure.com,9171594672,2204147,3742928,2023-01-01,Inactive
REP0199,SalesRep_199,T010,M017,North,rep198@novacure.com,9145392008,3838588,2675274,2023-01-01,Inactive
REP0200,SalesRep_200,T061,M008,East,rep199@novacure.com,9794166850,2547718,738763,2023-01-01,Inactive
REP0201,SalesRep_201,T124,M001,West,rep200@novacure.com,9542863402,2926831,4393206,2023-01-01,Inactive
REP0202,SalesRep_202,T158,M024,North,rep201@novacure.com,9422304072,1443630,3281195,2023-01-01,Active
REP0203,SalesRep_203,T079,M015,South,rep202@novacure.com,9859963822,749222,2472504,2023-01-01,Active
REP0204,SalesRep_204,T073,M014,South,rep203@novacure.com,9963665920,4330811,1940472,2023-01-01,Active
REP0205,SalesRep_205,T016,M046,East,rep204@novacure.com,9498892520,4513550,693080,2023-01-01,Active
REP0206,SalesRep_206,T109,M001,North,rep205@novacure.com,9952450929,683005,611216,2023-01-01,Active
REP0207,SalesRep_207,T111,M040,North,rep206@novacure.com,9445710848,4982554,124192,2023-01-01,Inactive
REP0208,SalesRep_208,T140,M005,South,rep207@novacure.com,9447591748,1227428,4203095,2023-01-01,Active
REP0209,SalesRep_209,T023,M046,South,rep208@novacure.com,9399907659,3895431,1014287,2023-01-01,Inactive
REP0210,SalesRep_210,T134,M018,North,rep209@novacure.com,9706222733,1993884,3450301,2023-01-01,Inactive
REP0211,SalesRep_211,T129,M022,East,rep210@novacure.com,9296030277,1258080,380403,2023-01-01,Active
REP0212,SalesRep_212,T128,M026,South,rep211@novacure.com,9304954597,4765765,1046096,2023-01-01,Active
REP0213,SalesRep_213,T163,M045,East,rep212@novacure.com,9875307513,2564166,3942905,2023-01-01,Inactive
REP0214,SalesRep_214,T072,M020,South,rep213@novacure.com,9273905823,3433986,1035913,2023-01-01,Active
REP0215,SalesRep_215,T020,M046,South,rep214@novacure.com,9952871542,2569733,1114926,2023-01-01,Active
REP0216,SalesRep_216,T044,M027,South,rep215@novacure.com,9996337591,3093727,2570927,2023-01-01,Inactive
REP0217,SalesRep_217,T060,M033,South,rep216@novacure.com,9485754290,2590789,2986450,2023-01-01,Inactive
REP0218,SalesRep_218,T120,M037,East,rep217@novacure.com,9865651199,1644055,140777,2023-01-01,Inactive
REP0219,SalesRep_219,T102,M038,North,rep218@novacure.com,9994295208,3928197,2087755,2023-01-01,Active
REP0220,SalesRep_220,T117,M004,West,rep219@novacure.com,9891155797,943064,3796300,2023-01-01,Inactive
REP0221,SalesRep_221,T020,M033,South,rep220@novacure.com,9113241210,3171896,711090,2023-01-01,Active
REP0222,SalesRep_222,T068,M040,West,rep221@novacure.com,9246726057,3407706,1972397,2023-01-01,Inactive
REP0223,SalesRep_223,T148,M045,West,rep222@novacure.com,9467022697,2339568,4488064,2023-01-01,Inactive
REP0224,SalesRep_224,T143,M011,East,rep223@novacure.com,9152851627,3183813,947587,2023-01-01,Inactive
REP0225,SalesRep_225,T194,M027,East,rep224@novacure.com,9152665198,4243107,1992693,2023-01-01,Inactive
REP0226,SalesRep_226,T179,M023,West,rep225@novacure.com,9891247982,2675405,2976167,2023-01-01,Active
REP0227,SalesRep_227,T003,M038,North,rep226@novacure.com,9767410315,2725698,4801517,2023-01-01,Active
REP0228,SalesRep_228,T038,M048,East,rep227@novacure.com,9919847256,4377223,2114019,2023-01-01,Inactive
REP0229,SalesRep_229,T150,M004,West,rep228@novacure.com,9767519747,2355692,1734487,2023-01-01,Active
REP0230,SalesRep_230,T081,M012,East,rep229@novacure.com,9625939027,3891956,3933368,2023-01-01,Active
REP0231,SalesRep_231,T035,M046,South,rep230@novacure.com,9993781518,537261,3177992,2023-01-01,Inactive
REP0232,SalesRep_232,T157,M039,South,rep231@novacure.com,9659427624,3246231,1898761,2023-01-01,Inactive
REP0233,SalesRep_233,T161,M043,South,rep232@novacure.com,9899347328,2649470,2857893,2023-01-01,Inactive
REP0234,SalesRep_234,T010,M032,South,rep233@novacure.com,9599610760,2581709,665302,2023-01-01,Active
REP0235,SalesRep_235,T121,M021,West,rep234@novacure.com,9836073313,1595514,1228763,2023-01-01,Active
REP0236,SalesRep_236,T028,M042,East,rep235@novacure.com,9154604884,3317885,2211901,2023-01-01,Inactive
REP0237,SalesRep_237,T001,M012,East,rep236@novacure.com,9526091601,3334230,1451180,2023-01-01,Active
REP0238,SalesRep_238,T007,M032,West,rep237@novacure.com,9757227245,1909493,3269077,2023-01-01,Inactive
REP0239,SalesRep_239,T038,M012,West,rep238@novacure.com,9428634310,2343866,2047644,2023-01-01,Active
REP0240,SalesRep_240,T127,M029,North,rep239@novacure.com,9834936065,3361422,4225852,2023-01-01,Active
REP0241,SalesRep_241,T055,M006,North,rep240@novacure.com,9719251670,3037251,1668574,2023-01-01,Active
REP0242,SalesRep_242,T117,M039,North,rep241@novacure.com,9823314669,939432,332739,2023-01-01,Active
REP0243,SalesRep_243,T183,M022,North,rep242@novacure.com,9845265909,3682729,3582494,2023-01-01,Active
REP0244,SalesRep_244,T132,M004,East,rep243@novacure.com,9537097587,1534639,717956,2023-01-01,Inactive
REP0245,SalesRep_245,T161,M003,West,rep244@novacure.com,9297847915,4526058,1594633,2023-01-01,Inactive
REP0246,SalesRep_246,T166,M022,West,rep245@novacure.com,9101545623,1613384,3896869,2023-01-01,Inactive
REP0247,SalesRep_247,T173,M044,North,rep246@novacure.com,9761414229,513579,3688057,2023-01-01,Active
REP0248,SalesRep_248,T080,M024,East,rep247@novacure.com,9702064613,610395,943388,2023-01-01,Active
REP0249,SalesRep_249,T110,M031,North,rep248@novacure.com,9614925159,4024058,2370476,2023-01-01,Inactive
REP0250,SalesRep_250,T154,M004,East,rep249@novacure.com,9599975714,4674011,213957,2023-01-01,Active
REP0251,SalesRep_251,T087,M047,West,rep250@novacure.com,9513472453,4774192,1301771,2023-01-01,Inactive
REP0252,SalesRep_252,T167,M016,East,rep251@novacure.com,9982911443,4697097,3098381,2023-01-01,Inactive
REP0253,SalesRep_253,T173,M016,East,rep252@novacure.com,9600060732,2571124,3745931,2023-01-01,Inactive
